ServiceName,Suburb,Postcode,NumberOfApprovedPlaces,OverallRating
Carraragarmungee Outside School Hours Care,LONDRIGAN,3678,20,Meeting NQS
St Finbar's Outside School Hours Care,BRIGHTON EAST,3187,60,Exceeding NQS
Wodonga West Children's Centre,WODONGA,3690,63,Meeting NQS
TeamKids - Altona Primary,ALTONA,3018,130,Meeting NQS
The Geelong College Early Learning Centre,NEWTOWN,3220,145,Exceeding NQS
Toorak Primary School OSHClub,TOORAK,3142,100,Meeting NQS
Holy Rosary Primary YMCA Outside School Hours Care,WHITE HILLS,3550,60,Meeting NQS
Penleigh & Essendon Grammar School,MOONEE PONDS,3039,80,Exceeding NQS
Coburg North Primary School Out of Hours Care,COBURG,3058,200,Meeting NQS
Camp Australia - Alphington Grammar School OSHC,ALPHINGTON,3078,29,Meeting NQS
Oak Park Primary Combined Childcare Program,OAK PARK,3046,75,Working Towards NQS
Benalla P-12 College Waller Street Campus,BENALLA,3672,54,Meeting NQS
Camp Australia - Rollins Primary School OSHC,BELL POST HILL,3215,40,Meeting NQS
School Support Services Belmont OSHC,BELMONT,3216,45,Working Towards NQS
"Camp Australia - St Therese Primary School, Torquay OSHC",TORQUAY,3228,30,Exceeding NQS
Baranduda PS TheirCare,BARANDUDA,3691,50,Meeting NQS
Viewbank OSHClub,VIEWBANK,3084,180,Meeting NQS
Lara Community Centre inc,LARA,3212,45,Working Towards NQS
St Joseph the Worker PS TheirCare,RESERVOIR NORTH,3073,37,Working Towards NQS
Camp Australia - Scoresby Primary School OSHC,SCORESBY,3179,30,Meeting NQS
YMCA Macleod Recreation and Fitness Centre Vacation Care,MACLEOD,3085,120,Meeting NQS
Thomas Chirnside Primary School Outside School Hours Care,WERRIBEE,3030,140,Meeting NQS
Benalla P-12 College Avon Street Campus,BENALLA,3672,40,Meeting NQS
Camp Australia - Footscray City Primary School OSHC,FOOTSCRAY,3011,103,Working Towards NQS
Morang South PS TheirCare,SOUTH MORANG,3752,46,Meeting NQS
Meadowglen PS TheirCare,EPPING,3076,45,Meeting NQS
Camp Australia - The Lakes South Morang OSHC,SOUTH MORANG,3752,60,Meeting NQS
Camp Australia - Mill Park Primary School OSHC,MILL PARK,3082,81,Meeting NQS
Bellbrae PS TheirCare,BELLBRAE,3228,45,Working Towards NQS
Collingwood College Afterschool Care and Vacation Care Program,COLLINGWOOD,3066,75,Meeting NQS
Richmond West Afterschool Care and Vacation Care Program,RICHMOND,3121,75,Exceeding NQS
Camp Australia - Barwon Heads Primary School OSHC,BARWON HEADS,3227,30,Meeting NQS
Camp Australia - Windsor Primary School OSHC,WINDSOR,3181,58,Meeting NQS
Atherton Gardens Outside School Hours Care and Vacation Care,FITZROY,3065,45,Meeting NQS
Mossfiel Primary Combined OSHC,HOPPERS CROSSING,3029,60,Meeting NQS
Leapkids OSHC - Preston South Primary School,PRESTON,3072,90,Meeting NQS
Banyule OSHClub,ROSANNA,3084,114,Meeting NQS
Sholem Aleichem OSHC - Extend,ELSTERNWICK,3185,30,Meeting NQS
OSHClub Holy Trinity,ELTHAM NORTH,3095,60,Meeting NQS
Camp Australia - Bandiana Primary School OSHC,BANDIANA,3694,60,Meeting NQS
Gladstone Views Primary School OSHC,GLADSTONE PARK,3043,55,Exceeding NQS
Flowerdale Kindergarten,FLOWERDALE,3717,41,Meeting NQS
"Camp Australia - St John's Primary School, Mitcham OSHC",MITCHAM,3132,30,Meeting NQS
Camp Australia - Ocean Grove Primary School OSHC,OCEAN GROVE,3226,102,Meeting NQS
St Kilda Park PS TheirCare,ST KILDA,3182,65,Meeting NQS
Glenrowan Primary School OSHC,GLENROWAN,3675,15,Meeting NQS
Indigo North Health Rutherglen OSHC,RUTHERGLEN,3685,35,Meeting NQS
St Bernard's Out of School Hours Care,COBURG EAST,3058,55,Meeting NQS
Eltham OSHClub,ELTHAM,3095,67,Meeting NQS
Preston Primary School OSHC,PRESTON,3072,150,Meeting NQS
Camp Australia - Findon Primary School OSHC,MILL PARK,3082,45,Meeting NQS
Camp Australia - Plenty Parklands Primary School OSHC,MILL PARK,3082,70,Working Towards NQS
Camp Australia - Epping Primary School OSHC,EPPING,3076,35,Meeting NQS
Lalor East PS TheirCare,LALOR,3075,16,Meeting NQS
Elysium OSHC - Kananook,SEAFORD,3198,45,Working Towards NQS
Corpus Christi PS OSHC - Extend,GLENROY,3046,24,Meeting NQS
Team Holiday - Black Rock,BLACK ROCK,3193,45,Meeting NQS
Camp Australia - Woodleigh Primary School OSHC,FRANKSTON,3199,21,Working Towards NQS
Weeden Heights Primary School OSHC,VERMONT SOUTH,3133,30,Working Towards NQS
TeamKids - Old Orchard Primary,BLACKBURN NORTH,3130,70,Meeting NQS
Leopold Primary Outside School Hours Care Program,LEOPOLD,3224,90,Working Towards NQS
Geelong and  District YMCA Vacation Care,NEWTOWN,3220,135,Meeting NQS
Panton Hill PS TheirCare,PANTON HILL,3759,20,Working Towards NQS
Anakie Primary After School Care,ANAKIE,3213,15,Meeting NQS
Brunswick East Primary School OSHC Service,BRUNSWICK EAST,3057,136,Meeting NQS
Macedon Primary School Combined OSHC,MACEDON,3440,30,Meeting NQS
Brunswick North West Primary School OSHC,BRUNSWICK WEST,3055,160,Exceeding NQS
Camp Australia - St Fidelis Primary School OSHC,COBURG,3058,60,Meeting NQS
Camp Australia - Pascoe Vale South Primary School OSHC,PASCOE VALE,3044,90,Meeting NQS
Beechworth PS TheirCare,BEECHWORTH,3747,50,Meeting NQS
Camp Australia - Brunswick South West Primary School OSHC,BRUNSWICK WEST,3055,99,Meeting NQS
Kidz Bizz Oxley Primary School OSHC,OXLEY,3678,30,Meeting NQS
Yackandandah Primary School Outside School Hours Care,YACKANDANDAH,3749,60,Meeting NQS
St Thomas More's OSHClub,HADFIELD,3046,60,Meeting NQS
Wodonga Catholic Parish OSHC - St Monica's,WODONGA,3690,90,Meeting NQS
Warekila Preschool,NUNAWADING,3131,33,Meeting NQS
Solway PS OSHClub,ASHBURTON,3147,100,Meeting NQS
Montrose Preschool,MONTROSE,3765,22,Working Towards NQS
Camp Australia - Little River Primary School OSHC,LITTLE RIVER,3211,60,Meeting NQS
Camp Australia - St Christopher's Primary School Syndal OSHC,SYNDAL,3149,50,Meeting NQS
Forrest Learning Centre,FORREST,3236,20,Working Towards NQS
Community OSHC Services St Martin de Porres,AVONDALE HEIGHTS,3034,60,Meeting NQS
Camp Australia - Mount Ridley College OSHC,CRAIGIEBURN,3064,80,Meeting NQS
"Melbourne Grammar School, Grimwade House",CAULFIELD,3162,112,Working Towards NQS
Camp Australia - St Michael's Primary School Berwick OSHC,BERWICK,3806,54,Meeting NQS
TeamKids - Mount Waverley North Primary,MOUNT WAVERLEY,3149,60,Meeting NQS
Kiewa Valley Primary School Combined Out of School Hour Care,TANGAMBALANGA,3691,45,Meeting NQS
Wonga Park PS TheirCare,WONGA PARK,3115,38,Exceeding NQS
Cockatoo Primary School Council OSHC,COCKATOO,3781,35,Meeting NQS
Belmont Vacation Care,CROYDON SOUTH,3136,43,Exceeding NQS
Kew East Primary School Out of School Hours Care,KEW EAST,3102,90,Working Towards NQS
Camp Australia - Roxburgh Rise Primary School OSHC,ROXBURGH PARK,3064,45,Meeting NQS
Ruskin Park Primary School Combined OSHC Program,CROYDON,3136,85,Meeting NQS
Camp Australia - Lumen Christi Catholic School OSHC,POINT COOK,3030,90,Meeting NQS
Camp Australia - Fyans Park Primary School OSHC,NEWTOWN,3220,63,Meeting NQS
Stawell 502 OSHC and Vacation Care,STAWELL,3380,45,Working Towards NQS
Bayswater West Primary School Combined OSHC,BAYSWATER,3153,40,Meeting NQS
Clarinda Primary School Out of School Hours Care,CLAYTON SOUTH,3169,49,Meeting NQS
St Mary's Child Care Service,HASTINGS,3915,45,Meeting NQS
Camp Australia - Kilberry Valley Primary School OSHC,HAMPTON PARK,3976,60,Meeting NQS
Whitfield District Primary School - OSHC,WHITFIELD,3733,40,Meeting NQS
Ararat 800 OSHC and Vacation Care,ARARAT,3377,30,Working Towards NQS
Rowellyn Park Primary School OSHC,CARRUM DOWNS,3201,120,Meeting NQS
Armadale Primary School OOSHC,ARMADALE,3143,130,Working Towards NQS
Sunbury PS TheirCare,SUNBURY,3429,60,Meeting NQS
Greythorn PS TheirCare,BALWYN NORTH,3104,66,Meeting NQS
Camp Australia - Brunswick North Primary School OSHC,BRUNSWICK WEST,3055,130,Meeting NQS
Chilwell Outside School Hours Care,NEWTOWN,3220,58,Working Towards NQS
Carlton Gardens OSHClub,CARLTON,3053,90,Exceeding NQS
Billanook Primary School OSHC,MONTROSE,3765,61,Meeting NQS
Research Primary OSHClub,RESEARCH,3095,35,Meeting NQS
Brunswick East School Holiday Program,BRUNSWICK EAST,3057,45,Meeting NQS
Lake Boga Preschool,LAKE BOGA,3584,33,Working Towards NQS
Kallista Primary School OSHC,KALLISTA,3791,40,Meeting NQS
Camp Australia - Norris Bank Primary School OSHC,BUNDOORA,3083,33,Meeting NQS
Lalor Primary Combined OSHC,LALOR,3075,45,Meeting NQS
St Damian's PS Bundoora TheirCare,BUNDOORA,3083,49,Meeting NQS
Essex Heights Primary School Before and After School Care Program,MOUNT WAVERLEY,3149,105,Working Towards NQS
Victoria Road OSHClub,LILYDALE,3140,60,Meeting NQS
COLDSTREAM PRIMARY SCHOOL OSHC,COLDSTREAM,3770,30,Meeting NQS
Karoo Primary School OSHC,ROWVILLE,3178,90,Meeting NQS
OSHCLUB Laburnum,BLACKBURN,3130,105,Working Towards NQS
School of the Good Shepherd OSHC - Extend,GLADSTONE PARK,3043,60,Meeting NQS
St Carlo Borromeo OSHClub,GREENVALE,3059,60,Meeting NQS
Glen Waverley South Primary School  OSHC Program,GLEN WAVERLEY,3150,55,Meeting NQS
Complete Kids OSHC Sunbury West,SUNBURY,3429,90,Meeting NQS
Wheeler's Hill Primary School OSHC,WHEELERS HILL,3150,130,Exceeding NQS
Greenvale PS TheirCare,GREENVALE,3059,60,Meeting NQS
Cire Outside School Hours Care Woori Yallock,WOORI YALLOCK,3139,45,Meeting NQS
Pascoe Vale Primary School OSHC,PASCOE VALE,3044,135,Working Towards NQS
Camp Australia - Caledonian Primary School OSHC,BROWN HILL,3350,30,Working Towards NQS
Camp Australia - Chirnside Park Primary School OSHC,CHIRNSIDE PARK,3116,45,Meeting NQS
St John's OSHClub,HEIDELBERG,3084,60,Meeting NQS
Our Lady Help of Christians PS OSHC - Extend,BRUNSWICK EAST,3057,60,Meeting NQS
Seedlings@Whitehorse Kindergarten and Whitehorse Primary School Combined OSHC,BLACKBURN NORTH,3130,100,Meeting NQS
St Anthony's Alphington OSHClub,ALPHINGTON,3078,45,Exceeding NQS
Don Valley Primary School OSHC,DON VALLEY,3139,15,Meeting NQS
Plenty Valley Montessori School OSHC,DIAMOND CREEK,3089,28,Working Towards NQS
St Clare's PS OSHC - Extend,THOMASTOWN,3074,24,Meeting NQS
Camp Australia - St Joseph's Primary School - Mernda OSHC,MERNDA,3754,45,Exceeding NQS
Camp Australia - Clifton Hill Primary School OSHC,CLIFTON HILL,3068,120,Meeting NQS
Holy Rosary OSHC,KENSINGTON,3031,60,Meeting NQS
St Margarets OSHC,MARIBYRNONG,3032,48,Meeting NQS
Laurimar Primary Outside School Hours Care,DOREEN,3754,150,Exceeding NQS
Warrnambool City Council's OSHC service - After School Care,WARRNAMBOOL,3280,60,Meeting NQS
Porepunkah Primary School Outside School Hours Care Service,POREPUNKAH,3740,40,Meeting NQS
Manchester Primary School OSHC,MOOROOLBARK,3138,60,Working Towards NQS
Camp Australia - Tullamarine Primary School OSHC,TULLAMARINE,3043,80,Meeting NQS
Camp Australia - Montmorency South Primary School OSHC,MONTMORENCY,3094,90,Meeting NQS
Andersons Creek PS TheirCare,WARRANDYTE,3113,55,Meeting NQS
Preston West Primary School BASCP,PRESTON,3072,195,Meeting NQS
Fitzroy North Primary School OSHC,FITZROY NORTH,3068,220,Exceeding NQS
St Patrick's Parish (Wangaratta) After School Care Service,WANGARATTA,3677,60,Working Towards NQS
Willmott Park P.S. Out of School Hours Care,CRAIGIEBURN,3064,90,Exceeding NQS
Billanook College - Early Learning Program,MOOROOLBARK,3138,44,Meeting NQS
H E Kane Memorial Kindergarten,HADFIELD,3046,60,Meeting NQS
Camp Australia - Montmorency Primary School OSHC,MONTMORENCY,3094,75,Working Towards NQS
Only About Children South Melbourne,SOUTH MELBOURNE,3205,90,Exceeding NQS
Yarrambat Primary Out of School Hours Care,YARRAMBAT,3091,90,Working Towards NQS
Albany Rise Primary School OSHClub,MULGRAVE,3170,60,Meeting NQS
Camp Australia - Abbotsford Primary School OSHC,ABBOTSFORD,3067,40,Meeting NQS
BYK KIDS,FERNTREE GULLY,3156,60,Working Towards NQS
Specimen Hill Primary Combined OSHC,GOLDEN SQUARE,3555,45,Working Towards NQS
Rolling Hills Primary School OSHC,MOOROOLBARK,3138,60,Meeting NQS
Princes Hill Primary School OSHC,CARLTON NORTH,3054,120,Exceeding NQS
Camp Australia - Sacred Heart Primary School - Croydon OSHC,CROYDON,3136,60,Meeting NQS
Wodonga PS TheirCare,WODONGA,3690,110,Meeting NQS
The Grove Children's Centre,COBURG,3058,100,Meeting NQS
Wantirna South Primary School Out of School Hours Care,WANTIRNA SOUTH,3152,55,Working Towards NQS
Camp Australia - St Patrick's School Lilydale OSHC,LILYDALE,3140,60,Meeting NQS
St Luke's Parish School Age Child Care Program,WANTIRNA,3152,90,Exceeding NQS
After The Bell Aus- Gladesville PS,KILSYTH,3137,68,Exceeding NQS
Camp Australia - Stella Maris Catholic Primary School OSHC,POINT COOK,3030,100,Meeting NQS
Camp Australia - Altona Meadows Primary School OSHC,ALTONA MEADOWS,3028,64,Meeting NQS
Menzies Creek PS TheirCare,MENZIES CREEK,3159,30,Exceeding NQS
Springvale Rise PS TheirCare,SPRINGVALE,3171,35,Meeting NQS
Cana Catholic Primary OSHClub,HILLSIDE,3037,30,Meeting NQS
Carrington Primary School OSHC,KNOXFIELD,3180,30,Meeting NQS
Ripponlea PS TheirCare,ST KILDA EAST,3183,65,Meeting NQS
Camp Australia - Cardinia Primary School OSHC,CARDINIA,3978,30,Meeting NQS
Camp Australia - Tyabb Primary School OSHC,TYABB,3913,40,Meeting NQS
Kingsbury Primary School OSH Care Program,KINGSBURY,3083,60,Working Towards NQS
Camp Australia - Cheltenham Primary School OSHC,CHELTENHAM,3192,98,Meeting NQS
Camp Australia - East Bentleigh Primary School OSHC,BENTLEIGH EAST,3165,60,Meeting NQS
YMCA Leisure City – Children’s Services Programs,EPPING,3076,80,Working Towards NQS
Camp Australia - St John's Primary School OSHC,CLIFTON HILL,3068,35,Meeting NQS
Kilvington Girls Grammar OSHC - Extend,ORMOND,3204,65,Working Towards NQS
The Patch OSHClub,THE PATCH,3792,45,Meeting NQS
Marong Primary School Outside School Hours Care,MARONG,3515,25,Working Towards NQS
Yeshivah Beth Rivkah OSHC,ST KILDA EAST,3183,400,Exceeding NQS
Team Holiday - Middle Park Primary,MIDDLE PARK,3206,130,Meeting NQS
St Leonard's College OSHC,BRIGHTON EAST,3187,102,Meeting NQS
Brighton Beach PS TheirCare,BRIGHTON,3186,78,Meeting NQS
Berwick Primary School O.S.H.C,BERWICK,3806,200,Exceeding NQS
Camp Australia - Chandler Park Primary School OSHC,KEYSBOROUGH,3173,96,Meeting NQS
Beaumaris North Primary School Outside School Hours Care,BEAUMARIS,3193,120,Exceeding NQS
Benton Junior College - Benton Childcare Club,MORNINGTON,3931,120,Meeting NQS
Glen Huntly PS TheirCare,GLEN HUNTLY,3163,70,Meeting NQS
Camp Australia - Geelong East Primary School OSHC,EAST GEELONG,3219,59,Exceeding NQS
Watsonia Heights PS TheirCare,GREENSBOROUGH,3088,60,Meeting NQS
Hampton Park Community House O.S.H,HAMPTON PARK,3976,59,Working Towards NQS
Murrumbeena Out School Hours Care,MURRUMBEENA,3163,90,Working Towards NQS
Moyhu Primary School Outside School Hours Care,MOYHU,3732,15,Meeting NQS
Westgate Sports & Leisure Centre,ALTONA NORTH,3025,60,Working Towards NQS
St Mary's Hampton OSHClub,HAMPTON,3188,35,Meeting NQS
St Mary's St Kilda TheirCare,ST KILDA EAST,3183,64,Working Towards NQS
Thomastown East Primary School OSHC,THOMASTOWN,3074,60,Working Towards NQS
Big Childcare - Wembley PS OSHC,YARRAVILLE,3013,195,Exceeding NQS
Timbarra P- 9 College Combined OSHC,BERWICK,3806,60,Exceeding NQS
Emerald Out of School Hours Care Service,EMERALD,3782,56,Working Towards NQS
Camp Australia - Ainslie Parklands Primary School OSHC,CROYDON,3136,30,Working Towards NQS
St Peter's Primary School Epping OSHC - Extend,EPPING,3076,45,Meeting NQS
Croydon Hills Primary School OSHC Program,CROYDON HILLS,3136,150,Exceeding NQS
Altona College OSHC - Extend,ALTONA,3018,30,Meeting NQS
Camp Australia - Seaford North Primary School OSHC,SEAFORD,3198,60,Meeting NQS
Kids on the Rise,POINT COOK,3030,137,Meeting NQS
Somers Primary School OSHC Program – BSC/ASC,SOMERS,3927,30,Working Towards NQS
Mornington Primary School OSHC,MORNINGTON,3931,45,Meeting NQS
Team Holiday - Elsternwick,ELSTERNWICK,3185,82,Exceeding NQS
Heatherton Christian College Outside School Hours Program,CLARINDA,3169,30,Working Towards NQS
Big Childcare - Banyan Fields PS OSHC,CARRUM DOWNS,3201,105,Meeting NQS
Camp Australia - Kilsyth Primary School OSHC,KILSYTH,3137,45,Meeting NQS
Brighton Recreational Centre,BRIGHTON,3186,90,Meeting NQS
Teesdale Primary School Combined OSHC,TEESDALE,3328,30,Working Towards NQS
After The Bell Aus- Tatura PS,TATURA,3616,45,Meeting NQS
Camp Australia - Caulfield Primary OSHC,CAULFIELD SOUTH,3162,75,Meeting NQS
Syndal South Primary School Out of School Hours Care,MOUNT WAVERLEY,3149,75,Working Towards NQS
St Francis De Sales OSHClub,OAK PARK,3046,60,Meeting NQS
Bacchus Marsh OSHClub,BACCHUS MARSH,3340,60,Meeting NQS
Wantirna Kinder Haven,WANTIRNA SOUTH,3152,65,Meeting NQS
Nido Early School Port Melbourne,PORT MELBOURNE,3207,122,Meeting NQS
Myrniong Primary School Outside School Hours Care,MYRNIONG,3341,30,Meeting NQS
Moreland PS OSHC - Extend,COBURG,3058,60,Exceeding NQS
St Augustine's PS OSHC - Extend,WODONGA,3690,40,Working Towards NQS
Darley Primary School Out of School Hours Care,BACCHUS MARSH,3340,75,Working Towards NQS
HT After Care,MOUNT WAVERLEY,3149,30,Meeting NQS
William Road Preschool,CARRUM DOWNS,3201,27,Exceeding NQS
Arndell Park Kindergarten,TRUGANINA,3029,72,Exceeding NQS
School Support Services - Mt Duneed OSHC,MOUNT DUNEED,3216,35,Meeting NQS
Kelly Club OSHC Portarlington Primary School,PORTARLINGTON,3223,30,Working Towards NQS
Cambrian Preschool,WEST MELTON,3337,60,Excellent
Darebin Community Sports Stadium Vacation Care,RESERVOIR,3073,90,Meeting NQS
Tate Street Out of School Hours Care Service,EAST GEELONG,3219,54,Working Towards NQS
Cire Outside School Hours Care Badger Creek,HEALESVILLE,3777,30,Meeting NQS
Brighton Grammar School  Peter Toms Early Learning Centre,BRIGHTON,3186,88,Exceeding NQS
Camp Australia - Montpellier Primary School OSHC,HIGHTON,3216,120,Meeting NQS
Mount Waverley PS OSHC - Extend,MOUNT WAVERLEY,3149,84,Meeting NQS
Camp Australia - Girton Grammar OSHC,BENDIGO,3550,45,Meeting NQS
Parkhill Primary School OSHClub,ASHWOOD,3147,60,Meeting NQS
Echuca Holiday & After School Care Programs Inc,ECHUCA,3564,30,Working Towards NQS
Camp Australia - South Geelong Primary School OSHC,GEELONG,3220,53,Meeting NQS
YMCA Truganina South Early Learning Centre & YMCA Truganina South Outside School Hours Care,TRUGANINA,3029,239,Meeting NQS
Melton Central Preschool,MELTON,3337,30,Exceeding NQS
Grovedale West Primary School Outside School Hours Care Program,GROVEDALE,3216,75,Meeting NQS
Derrimut Early Learning Centre & YMCA Derrimut Outside School Hours Care,DERRIMUT,3026,381,Meeting NQS
Buddies Early Learning Centre,BENTLEIGH,3204,49,Exceeding NQS
Youth Leadership Victoria St Michael's,NORTH MELBOURNE,3051,50,Meeting NQS
Holbury Children's Centre,BLACKBURN SOUTH,3130,29,Exceeding NQS
Birmingham Primary School OSHC,MOUNT EVELYN,3796,97,Working Towards NQS
Deepdene Primary School OSHClub,BALWYN,3103,60,Meeting NQS
Warranwood Primary School OSHClub,WARRANWOOD,3134,60,Exceeding NQS
Little Saints Early Learning Centre - Moe,MOE,3825,75,Meeting NQS
Kidzone OSHC - Romsey,ROMSEY,3434,45,Exceeding NQS
Mount Evelyn Primary School Combined OSHC,MOUNT EVELYN,3796,120,Exceeding NQS
Camp Australia - Croydon Primary School OSHC,CROYDON,3136,30,Meeting NQS
Camp Australia - Birralee Primary School OSHC,DONCASTER,3108,50,Meeting NQS
After The Bell Aus- Ferny Creek PS,FERNY CREEK,3786,30,Exceeding NQS
Arnolds Creek Kindergarten,WEST MELTON,3337,71,Exceeding NQS
Northwest Montessori Preschool,COBURG,3058,50,Meeting NQS
Wooranna Park Primary School OSHC - Extend,DANDENONG NORTH,3175,24,Meeting NQS
Heidelberg Primary School - School Age Care Program,HEIDELBERG,3084,140,Meeting NQS
Camp Australia - Wattle Glen Primary School OSHC,WATTLE GLEN,3096,35,Meeting NQS
Camp Australia - Malvern Primary School OSHC,MALVERN,3144,75,Meeting NQS
Wallarano OSHClub,NOBLE PARK,3174,60,Meeting NQS
Moonstar Kids Academy,BROADMEADOWS,3047,47,Working Towards NQS
Spensley Street Primary School Out of School Hours Care,CLIFTON HILL,3068,110,Exceeding NQS
Pascoe Vale North PS TheirCare,PASCOE VALE,3044,69,Meeting NQS
Kororoit Creek Kindergarten,BURNSIDE HEIGHTS,3023,99,Meeting NQS
Rosanna Golf Links PS TheirCare,ROSANNA,3084,110,Working Towards NQS
Kathleen Kelly Kindergarten,MILDURA,3500,50,Meeting NQS
Eaglehawk Preschool,EAGLEHAWK,3556,29,Meeting NQS
Kalbarri Kindergarten,PORTLAND,3305,30,Exceeding NQS
Kalinda PS TheirCare,RINGWOOD,3134,83,Meeting NQS
St Paul's OSHClub,BENTLEIGH,3204,45,Meeting NQS
Camp Australia - Craigieburn Primary School OSHC,CRAIGIEBURN,3064,80,Meeting NQS
